basis,created_at,created_by_id,place_a_id,place_b_id,task_id,updated_at
imported,2024-05-31,2,5401382,7240366,NULL,2024-05-31
imported,2024-05-31,2,4586835,7687711,NULL,2024-05-31
imported,2024-05-31,2,14192029,14191916,NULL,2024-05-31
imported,2024-05-31,2,5904644,6370669,NULL,2024-05-31
imported,2024-05-31,2,13892975,7687522,NULL,2024-05-31
imported,2024-05-31,2,6373243,14257549,NULL,2024-05-31
imported,2024-05-31,2,84350,7687382,NULL,2024-05-31
imported,2024-05-31,2,82964,12346618,NULL,2024-05-31
imported,2024-05-31,2,12345752,7691839,NULL,2024-05-31
imported,2024-05-31,2,5001662,6369343,NULL,2024-05-31
imported,2024-05-31,2,5606946,6369294,NULL,2024-05-31
imported,2024-05-31,2,5213336,81675,NULL,2024-05-31
imported,2024-05-31,2,5580106,6373647,NULL,2024-05-31
imported,2024-05-31,2,6209436,7689895,NULL,2024-05-31
imported,2024-05-31,2,5970126,88207,NULL,2024-05-31
imported,2024-05-31,2,4545067,7823071,NULL,2024-05-31
imported,2024-05-31,2,4485477,7685485,NULL,2024-05-31
imported,2024-05-31,2,6462058,7689166,NULL,2024-05-31
imported,2024-05-31,2,5019144,7261183,NULL,2024-05-31
imported,2024-05-31,2,6368977,7691283,NULL,2024-05-31
imported,2024-05-31,2,6125078,6375455,NULL,2024-05-31
imported,2024-05-31,2,91534,6375328,NULL,2024-05-31
imported,2024-05-31,2,5332952,7871103,NULL,2024-05-31
imported,2024-05-31,2,4554977,6373355,NULL,2024-05-31
imported,2024-05-31,2,14163441,7689908,NULL,2024-05-31
imported,2024-05-31,2,5247361,7249353,NULL,2024-05-31
imported,2024-05-31,2,6192848,7238733,NULL,2024-05-31
imported,2024-05-31,2,5523315,89269,NULL,2024-05-31
imported,2024-05-31,2,227870,5509956,NULL,2024-05-31
imported,2024-05-31,2,14153867,85144,NULL,2024-05-31
imported,2024-05-31,2,82553,13280295,NULL,2024-05-31
imported,2024-05-31,2,13360839,6368867,NULL,2024-05-31
imported,2024-05-31,2,91400,6369214,NULL,2024-05-31
imported,2024-05-31,2,4800757,6375300,NULL,2024-05-31
imported,2024-05-31,2,5174123,6374967,NULL,2024-05-31
imported,2024-05-31,2,2487515,5502532,NULL,2024-05-31
imported,2024-05-31,2,6375056,14176946,NULL,2024-05-31
imported,2024-05-31,2,5454330,7687950,NULL,2024-05-31
imported,2024-05-31,2,5687319,6371140,NULL,2024-05-31
imported,2024-05-31,2,4959343,14192437,NULL,2024-05-31
imported,2024-05-31,2,5039006,7691398,NULL,2024-05-31
imported,2024-05-31,2,87015,86883,NULL,2024-05-31
imported,2024-05-31,2,5452405,85532,NULL,2024-05-31
imported,2024-05-31,2,4696266,83138,NULL,2024-05-31
imported,2024-05-31,2,86799,7688961,NULL,2024-05-31
imported,2024-05-31,2,6068964,170564,NULL,2024-05-31
imported,2024-05-31,2,4909511,6371196,NULL,2024-05-31
imported,2024-05-31,2,5529049,7247274,NULL,2024-05-31
imported,2024-05-31,2,5541100,7251467,NULL,2024-05-31
imported,2024-05-31,2,6368707,83751,NULL,2024-05-31
imported,2024-05-31,2,6369169,12682612,NULL,2024-05-31
imported,2024-05-31,2,6370708,13229879,NULL,2024-05-31
imported,2024-05-31,2,83031,7610107,NULL,2024-05-31
imported,2024-05-31,2,91571,12345932,NULL,2024-05-31
imported,2024-05-31,2,5161551,7247095,NULL,2024-05-31
imported,2024-05-31,2,6158657,7258017,NULL,2024-05-31
imported,2024-05-31,2,6368611,7554910,NULL,2024-05-31
imported,2024-05-31,2,4822205,7137342,NULL,2024-05-31
imported,2024-05-31,2,81843,82355,NULL,2024-05-31
imported,2024-05-31,2,4627649,7241227,NULL,2024-05-31
imported,2024-05-31,2,5976145,85454,NULL,2024-05-31
imported,2024-05-31,2,6369485,6373967,NULL,2024-05-31
imported,2024-05-31,2,2487274,6369817,NULL,2024-05-31
imported,2024-05-31,2,4485830,7248972,NULL,2024-05-31
imported,2024-05-31,2,5105024,7226735,NULL,2024-05-31
imported,2024-05-31,2,4833194,7137197,NULL,2024-05-31
imported,2024-05-31,2,14162540,14160985,NULL,2024-05-31
imported,2024-05-31,2,7690509,12346191,NULL,2024-05-31
imported,2024-05-31,2,90237,12346904,NULL,2024-05-31
imported,2024-05-31,2,6205683,6372082,NULL,2024-05-31
imported,2024-05-31,2,88040,14161062,NULL,2024-05-31
imported,2024-05-31,2,14158040,12725495,NULL,2024-05-31
imported,2024-05-31,2,5153215,7239759,NULL,2024-05-31
imported,2024-05-31,2,5777165,7688171,NULL,2024-05-31
imported,2024-05-31,2,6149892,7244772,NULL,2024-05-31
imported,2024-05-31,2,5166674,14057333,NULL,2024-05-31
imported,2024-05-31,2,5686196,7862300,NULL,2024-05-31
imported,2024-05-31,2,4838916,7687741,NULL,2024-05-31
imported,2024-05-31,2,4749817,6373331,NULL,2024-05-31
imported,2024-05-31,2,4557323,7237329,NULL,2024-05-31
imported,2024-05-31,2,5768604,7257109,NULL,2024-05-31
imported,2024-05-31,2,5192269,7689210,NULL,2024-05-31
imported,2024-05-31,2,5348341,7689042,NULL,2024-05-31
imported,2024-05-31,2,6066859,7242551,NULL,2024-05-31
imported,2024-05-31,2,5446183,7844168,NULL,2024-05-31
imported,2024-05-31,2,5138853,13079076,NULL,2024-05-31
imported,2024-05-31,2,6369532,13294409,NULL,2024-05-31
imported,2024-05-31,2,139699,12881247,NULL,2024-05-31
imported,2024-05-31,2,6450097,12676110,NULL,2024-05-31
imported,2024-05-31,2,5030154,7691142,NULL,2024-05-31
imported,2024-05-31,2,6372580,6370532,NULL,2024-05-31
imported,2024-05-31,2,5515568,86139,NULL,2024-05-31
imported,2024-05-31,2,13585029,14257932,NULL,2024-05-31
imported,2024-05-31,2,5613913,7223793,NULL,2024-05-31
imported,2024-05-31,2,6038327,7246745,NULL,2024-05-31
imported,2024-05-31,2,227711,7686864,NULL,2024-05-31
imported,2024-05-31,2,5632723,7248149,NULL,2024-05-31
imported,2024-05-31,2,4506507,6374060,NULL,2024-05-31
imported,2024-05-31,2,5136599,7689088,NULL,2024-05-31
imported,2024-05-31,2,91400,7689002,NULL,2024-05-31
imported,2024-05-31,2,6202775,6367939,NULL,2024-05-31
imported,2024-05-31,2,2487492,6369863,NULL,2024-05-31
imported,2024-05-31,2,85459,14093906,NULL,2024-05-31
imported,2024-05-31,2,6368507,14111075,NULL,2024-05-31
imported,2024-05-31,2,5368561,84665,NULL,2024-05-31
imported,2024-05-31,2,5485752,7238352,NULL,2024-05-31
imported,2024-05-31,2,4667272,7592269,NULL,2024-05-31
imported,2024-05-31,2,89255,6371425,NULL,2024-05-31
imported,2024-05-31,2,4621329,7689325,NULL,2024-05-31
imported,2024-05-31,2,4833192,6369001,NULL,2024-05-31
imported,2024-05-31,2,7553360,7553979,NULL,2024-05-31
imported,2024-05-31,2,14152827,7690848,NULL,2024-05-31
imported,2024-05-31,2,12664382,6458087,NULL,2024-05-31
imported,2024-05-31,2,86270,13938072,NULL,2024-05-31
imported,2024-05-31,2,7469318,6369785,NULL,2024-05-31
imported,2024-05-31,2,5185596,6372238,NULL,2024-05-31
imported,2024-05-31,2,13276464,12827230,NULL,2024-05-31
imported,2024-05-31,2,89173,85183,NULL,2024-05-31
imported,2024-05-31,2,4460951,86725,NULL,2024-05-31
imported,2024-05-31,2,4513112,6368141,NULL,2024-05-31
imported,2024-05-31,2,5473981,7785349,NULL,2024-05-31
imported,2024-05-31,2,5039859,7223630,NULL,2024-05-31
imported,2024-05-31,2,6028409,6368967,NULL,2024-05-31
imported,2024-05-31,2,82575,14156147,NULL,2024-05-31
imported,2024-05-31,2,5232422,7230194,NULL,2024-05-31
imported,2024-05-31,2,12345958,7686100,NULL,2024-05-31
imported,2024-05-31,2,6176981,8111268,NULL,2024-05-31
imported,2024-05-31,2,89141,13054634,NULL,2024-05-31
imported,2024-05-31,2,4522527,7249999,NULL,2024-05-31
imported,2024-05-31,2,6368828,6452401,NULL,2024-05-31
imported,2024-05-31,2,86972,14257932,NULL,2024-05-31
imported,2024-05-31,2,6207594,7244378,NULL,2024-05-31
imported,2024-05-31,2,5038998,6369834,NULL,2024-05-31
imported,2024-05-31,2,89730,7690382,NULL,2024-05-31
imported,2024-05-31,2,4749568,89473,NULL,2024-05-31
imported,2024-05-31,2,5517086,6368239,NULL,2024-05-31
imported,2024-05-31,2,82355,7686008,NULL,2024-05-31
imported,2024-05-31,2,139503,14167932,NULL,2024-05-31
imported,2024-05-31,2,12572732,7691507,NULL,2024-05-31
imported,2024-05-31,2,5380927,7232308,NULL,2024-05-31
imported,2024-05-31,2,6115314,7258995,NULL,2024-05-31
imported,2024-05-31,2,14160842,14160842,NULL,2024-05-31
imported,2024-05-31,2,6368380,7555074,NULL,2024-05-31
imported,2024-05-31,2,4460953,88827,NULL,2024-05-31
imported,2024-05-31,2,7675937,7676897,NULL,2024-05-31
imported,2024-05-31,2,5495303,7687150,NULL,2024-05-31
imported,2024-05-31,2,85894,6375046,NULL,2024-05-31
imported,2024-05-31,2,5189227,7231237,NULL,2024-05-31
imported,2024-05-31,2,4684427,7249646,NULL,2024-05-31
imported,2024-05-31,2,7672723,7680138,NULL,2024-05-31
imported,2024-05-31,2,6375290,88088,NULL,2024-05-31
imported,2024-05-31,2,6375157,7137858,NULL,2024-05-31
imported,2024-05-31,2,5922836,90835,NULL,2024-05-31
imported,2024-05-31,2,13568080,12346958,NULL,2024-05-31
imported,2024-05-31,2,6375418,6369723,NULL,2024-05-31
imported,2024-05-31,2,4707132,87202,NULL,2024-05-31
imported,2024-05-31,2,6368787,13698567,NULL,2024-05-31
imported,2024-05-31,2,5896468,7234019,NULL,2024-05-31
imported,2024-05-31,2,83368,7686701,NULL,2024-05-31
imported,2024-05-31,2,6114298,7253584,NULL,2024-05-31
imported,2024-05-31,2,6057894,7261961,NULL,2024-05-31
imported,2024-05-31,2,5416892,7555080,NULL,2024-05-31
imported,2024-05-31,2,7789814,7789819,NULL,2024-05-31
imported,2024-05-31,2,83858,14154274,NULL,2024-05-31
imported,2024-05-31,2,5778113,6368484,NULL,2024-05-31
imported,2024-05-31,2,4618701,7261315,NULL,2024-05-31
imported,2024-05-31,2,5818327,7261234,NULL,2024-05-31
imported,2024-05-31,2,13434767,13364337,NULL,2024-05-31
imported,2024-05-31,2,128798,5509506,NULL,2024-05-31
imported,2024-05-31,2,4830249,7226796,NULL,2024-05-31
imported,2024-05-31,2,4894761,7247819,NULL,2024-05-31
imported,2024-05-31,2,12867376,6368577,NULL,2024-05-31
imported,2024-05-31,2,128778,4797799,NULL,2024-05-31
imported,2024-05-31,2,5111782,7227904,NULL,2024-05-31
imported,2024-05-31,2,5762796,7233624,NULL,2024-05-31
imported,2024-05-31,2,4720031,6369024,NULL,2024-05-31
imported,2024-05-31,2,5903290,7232135,NULL,2024-05-31
imported,2024-05-31,2,12792109,6370471,NULL,2024-05-31
imported,2024-05-31,2,5707439,7685486,NULL,2024-05-31
imported,2024-05-31,2,6061967,13563452,NULL,2024-05-31
imported,2024-05-31,2,7060824,7690962,NULL,2024-05-31
imported,2024-05-31,2,139503,14173699,NULL,2024-05-31
imported,2024-05-31,2,5118229,7227953,NULL,2024-05-31
imported,2024-05-31,2,5411060,84247,NULL,2024-05-31
imported,2024-05-31,2,4702589,89227,NULL,2024-05-31
imported,2024-05-31,2,5301569,14157101,NULL,2024-05-31
imported,2024-05-31,2,5075425,7237515,NULL,2024-05-31
imported,2024-05-31,2,83754,90408,NULL,2024-05-31
imported,2024-05-31,2,4724877,7223187,NULL,2024-05-31
imported,2024-05-31,2,13423683,13423683,NULL,2024-05-31
imported,2024-05-31,2,6368581,6375039,NULL,2024-05-31
imported,2024-05-31,2,6164009,7229388,NULL,2024-05-31
imported,2024-05-31,2,5258351,13430710,NULL,2024-05-31
imported,2024-05-31,2,12347228,12347227,NULL,2024-05-31
imported,2024-05-31,2,6223167,7137536,NULL,2024-05-31
imported,2024-05-31,2,2487369,7686521,NULL,2024-05-31
imported,2024-05-31,2,14158798,7689122,NULL,2024-05-31
imported,2024-05-31,2,4940935,7687254,NULL,2024-05-31
imported,2024-05-31,2,12346878,13846769,NULL,2024-05-31
imported,2024-05-31,2,80987,12381691,NULL,2024-05-31
imported,2024-05-31,2,5933868,7791396,NULL,2024-05-31
imported,2024-05-31,2,90645,14260454,NULL,2024-05-31
imported,2024-05-31,2,4790986,7689330,NULL,2024-05-31
imported,2024-05-31,2,83140,7686564,NULL,2024-05-31
imported,2024-05-31,2,4466258,7248822,NULL,2024-05-31
imported,2024-05-31,2,6080728,7239441,NULL,2024-05-31
imported,2024-05-31,2,6219572,7231089,NULL,2024-05-31
imported,2024-05-31,2,5061469,7229748,NULL,2024-05-31
imported,2024-05-31,2,7688736,13201750,NULL,2024-05-31
imported,2024-05-31,2,4675669,7232811,NULL,2024-05-31
imported,2024-05-31,2,86490,6368391,NULL,2024-05-31
imported,2024-05-31,2,14158335,6368586,NULL,2024-05-31
imported,2024-05-31,2,6374333,12739155,NULL,2024-05-31
imported,2024-05-31,2,6370301,6371384,NULL,2024-05-31
imported,2024-05-31,2,6222754,6371125,NULL,2024-05-31
imported,2024-05-31,2,4912906,7689719,NULL,2024-05-31
imported,2024-05-31,2,82580,14181606,NULL,2024-05-31
imported,2024-05-31,2,2487266,6370760,NULL,2024-05-31
imported,2024-05-31,2,7689865,13850488,NULL,2024-05-31
imported,2024-05-31,2,5034928,7245594,NULL,2024-05-31
imported,2024-05-31,2,5876124,7227789,NULL,2024-05-31
imported,2024-05-31,2,90525,90525,NULL,2024-05-31
imported,2024-05-31,2,12445717,14153387,NULL,2024-05-31
imported,2024-05-31,2,13291026,14260320,NULL,2024-05-31
imported,2024-05-31,2,6107257,7254780,NULL,2024-05-31
imported,2024-05-31,2,4446633,6368291,NULL,2024-05-31
imported,2024-05-31,2,4684439,7239928,NULL,2024-05-31
imported,2024-05-31,2,6296843,13899845,NULL,2024-05-31
imported,2024-05-31,2,5142513,6368037,NULL,2024-05-31
imported,2024-05-31,2,6369366,13503598,NULL,2024-05-31
imported,2024-05-31,2,89736,6371964,NULL,2024-05-31
imported,2024-05-31,2,4706540,14158724,NULL,2024-05-31
imported,2024-05-31,2,5612868,7224063,NULL,2024-05-31
imported,2024-05-31,2,6459590,7553499,NULL,2024-05-31
imported,2024-05-31,2,5878252,6368576,NULL,2024-05-31
imported,2024-05-31,2,139858,7691847,NULL,2024-05-31
imported,2024-05-31,2,4460953,13322322,NULL,2024-05-31
imported,2024-05-31,2,7687095,7687095,NULL,2024-05-31
imported,2024-05-31,2,4776659,8134170,NULL,2024-05-31
imported,2024-05-31,2,5392393,6371184,NULL,2024-05-31
imported,2024-05-31,2,227851,6159644,NULL,2024-05-31
imported,2024-05-31,2,4461940,7689466,NULL,2024-05-31
imported,2024-05-31,2,5387507,7241113,NULL,2024-05-31
imported,2024-05-31,2,5366724,7254387,NULL,2024-05-31
imported,2024-05-31,2,7223707,7223706,NULL,2024-05-31
imported,2024-05-31,2,89087,83289,NULL,2024-05-31
imported,2024-05-31,2,5912561,7137250,NULL,2024-05-31
imported,2024-05-31,2,84402,7861808,NULL,2024-05-31
imported,2024-05-31,2,5866409,13524977,NULL,2024-05-31
imported,2024-05-31,2,6372647,7688186,NULL,2024-05-31
imported,2024-05-31,2,84339,7861688,NULL,2024-05-31
imported,2024-05-31,2,7688139,14256937,NULL,2024-05-31
imported,2024-05-31,2,6368410,7687058,NULL,2024-05-31
imported,2024-05-31,2,7686469,7686469,NULL,2024-05-31
imported,2024-05-31,2,5138961,7691216,NULL,2024-05-31
imported,2024-05-31,2,82371,13159768,NULL,2024-05-31
imported,2024-05-31,2,4646643,85654,NULL,2024-05-31
imported,2024-05-31,2,90373,7690038,NULL,2024-05-31
imported,2024-05-31,2,5386504,7245530,NULL,2024-05-31
imported,2024-05-31,2,12346141,7691314,NULL,2024-05-31
imported,2024-05-31,2,4849564,7610228,NULL,2024-05-31
imported,2024-05-31,2,14163970,7691507,NULL,2024-05-31
imported,2024-05-31,2,4593155,6369176,NULL,2024-05-31
imported,2024-05-31,2,82372,7686025,NULL,2024-05-31
imported,2024-05-31,2,7612514,7612564,NULL,2024-05-31
imported,2024-05-31,2,4515476,7229407,NULL,2024-05-31
imported,2024-05-31,2,4593988,88745,NULL,2024-05-31
imported,2024-05-31,2,6371667,7057067,NULL,2024-05-31
imported,2024-05-31,2,12448567,12618151,NULL,2024-05-31
imported,2024-05-31,2,5458846,6369516,NULL,2024-05-31
imported,2024-05-31,2,5269306,6371980,NULL,2024-05-31
imported,2024-05-31,2,5967227,7255501,NULL,2024-05-31
imported,2024-05-31,2,5336850,7261296,NULL,2024-05-31
imported,2024-05-31,2,4954858,89642,NULL,2024-05-31
imported,2024-05-31,2,86332,7688656,NULL,2024-05-31
imported,2024-05-31,2,5597620,84116,NULL,2024-05-31
imported,2024-05-31,2,5153472,7236540,NULL,2024-05-31
imported,2024-05-31,2,139699,88542,NULL,2024-05-31
imported,2024-05-31,2,7691572,12943740,NULL,2024-05-31
imported,2024-05-31,2,2486774,89297,NULL,2024-05-31
imported,2024-05-31,2,5639017,7691379,NULL,2024-05-31
imported,2024-05-31,2,13085389,7690734,NULL,2024-05-31
imported,2024-05-31,2,6195177,7691378,NULL,2024-05-31
imported,2024-05-31,2,88238,6368216,NULL,2024-05-31
imported,2024-05-31,2,5374379,7253599,NULL,2024-05-31
imported,2024-05-31,2,6117413,89539,NULL,2024-05-31
imported,2024-05-31,2,6368867,6375180,NULL,2024-05-31
imported,2024-05-31,2,89522,7690805,NULL,2024-05-31
imported,2024-05-31,2,5390194,7687792,NULL,2024-05-31
imported,2024-05-31,2,5092996,7843225,NULL,2024-05-31
imported,2024-05-31,2,5549353,7240923,NULL,2024-05-31
imported,2024-05-31,2,6110731,13245545,NULL,2024-05-31
imported,2024-05-31,2,4770064,7802810,NULL,2024-05-31
imported,2024-05-31,2,5804529,7242319,NULL,2024-05-31
imported,2024-05-31,2,5074128,7691397,NULL,2024-05-31
imported,2024-05-31,2,4790833,6375313,NULL,2024-05-31
imported,2024-05-31,2,14154010,6375039,NULL,2024-05-31
imported,2024-05-31,2,5474380,85929,NULL,2024-05-31
imported,2024-05-31,2,6023173,7244720,NULL,2024-05-31
imported,2024-05-31,2,4705109,7253460,NULL,2024-05-31
imported,2024-05-31,2,5407950,7223943,NULL,2024-05-31
imported,2024-05-31,2,88670,139615,NULL,2024-05-31
imported,2024-05-31,2,7555072,12827230,NULL,2024-05-31
imported,2024-05-31,2,227707,6373377,NULL,2024-05-31
imported,2024-05-31,2,4935841,7238591,NULL,2024-05-31
imported,2024-05-31,2,5583818,7685196,NULL,2024-05-31
imported,2024-05-31,2,5600499,83880,NULL,2024-05-31
imported,2024-05-31,2,5247427,7254217,NULL,2024-05-31
imported,2024-05-31,2,4657703,7685966,NULL,2024-05-31
imported,2024-05-31,2,175491,7685368,NULL,2024-05-31
imported,2024-05-31,2,6368851,14260102,NULL,2024-05-31
imported,2024-05-31,2,4449958,86699,NULL,2024-05-31
imported,2024-05-31,2,4824749,7260178,NULL,2024-05-31
imported,2024-05-31,2,89158,6375405,NULL,2024-05-31
imported,2024-05-31,2,6455518,7685627,NULL,2024-05-31
imported,2024-05-31,2,14209328,14221169,NULL,2024-05-31
imported,2024-05-31,2,227893,6375460,NULL,2024-05-31
imported,2024-05-31,2,2487529,5184568,NULL,2024-05-31
imported,2024-05-31,2,2487637,6369224,NULL,2024-05-31
imported,2024-05-31,2,91001,7691649,NULL,2024-05-31
imported,2024-05-31,2,14157624,7555090,NULL,2024-05-31
imported,2024-05-31,2,14192372,7688354,NULL,2024-05-31
imported,2024-05-31,2,6370229,85749,NULL,2024-05-31
imported,2024-05-31,2,12768237,6373212,NULL,2024-05-31
imported,2024-05-31,2,5406865,7606121,NULL,2024-05-31
imported,2024-05-31,2,6004221,14160842,NULL,2024-05-31
imported,2024-05-31,2,5646560,7688711,NULL,2024-05-31
imported,2024-05-31,2,4564551,84293,NULL,2024-05-31
imported,2024-05-31,2,87797,13655804,NULL,2024-05-31
imported,2024-05-31,2,5111650,7236129,NULL,2024-05-31
imported,2024-05-31,2,5578920,6369625,NULL,2024-05-31
imported,2024-05-31,2,4910980,6371239,NULL,2024-05-31
imported,2024-05-31,2,6045411,7245812,NULL,2024-05-31
imported,2024-05-31,2,5047983,7239171,NULL,2024-05-31
imported,2024-05-31,2,228022,82086,NULL,2024-05-31
imported,2024-05-31,2,5887749,8036972,NULL,2024-05-31
imported,2024-05-31,2,5869140,7255299,NULL,2024-05-31
imported,2024-05-31,2,12697580,14161516,NULL,2024-05-31
imported,2024-05-31,2,6375106,7687387,NULL,2024-05-31
imported,2024-05-31,2,5160605,7689967,NULL,2024-05-31
imported,2024-05-31,2,6078241,8052820,NULL,2024-05-31
imported,2024-05-31,2,6368970,7861566,NULL,2024-05-31
imported,2024-05-31,2,84666,7610146,NULL,2024-05-31
imported,2024-05-31,2,12591534,7061232,NULL,2024-05-31
imported,2024-05-31,2,86304,87832,NULL,2024-05-31
imported,2024-05-31,2,6368985,7687934,NULL,2024-05-31
imported,2024-05-31,2,13771931,6468653,NULL,2024-05-31
imported,2024-05-31,2,4661294,7243750,NULL,2024-05-31
imported,2024-05-31,2,5458313,7234705,NULL,2024-05-31
imported,2024-05-31,2,90597,7691418,NULL,2024-05-31
imported,2024-05-31,2,167111,14161142,NULL,2024-05-31
imported,2024-05-31,2,5919824,7690862,NULL,2024-05-31
imported,2024-05-31,2,4814177,6982668,NULL,2024-05-31
imported,2024-05-31,2,14125428,7691231,NULL,2024-05-31
imported,2024-05-31,2,83773,7553403,NULL,2024-05-31
imported,2024-05-31,2,227875,7691246,NULL,2024-05-31
imported,2024-05-31,2,167955,14158068,NULL,2024-05-31
imported,2024-05-31,2,6691848,14191923,NULL,2024-05-31
imported,2024-05-31,2,6100911,7230383,NULL,2024-05-31
imported,2024-05-31,2,5842907,7610196,NULL,2024-05-31
imported,2024-05-31,2,6237406,6457188,NULL,2024-05-31
imported,2024-05-31,2,5724962,6368413,NULL,2024-05-31
imported,2024-05-31,2,5190728,7231949,NULL,2024-05-31
imported,2024-05-31,2,12345976,86979,NULL,2024-05-31
imported,2024-05-31,2,6010509,7232326,NULL,2024-05-31
imported,2024-05-31,2,82736,6373667,NULL,2024-05-31
imported,2024-05-31,2,6372175,7236327,NULL,2024-05-31
imported,2024-05-31,2,5622558,6372439,NULL,2024-05-31
imported,2024-05-31,2,6367893,6372826,NULL,2024-05-31
imported,2024-05-31,2,139503,14145692,NULL,2024-05-31
imported,2024-05-31,2,90550,7690936,NULL,2024-05-31
imported,2024-05-31,2,4766259,6369863,NULL,2024-05-31
imported,2024-05-31,2,4636291,6372458,NULL,2024-05-31
imported,2024-05-31,2,5104693,7249056,NULL,2024-05-31
imported,2024-05-31,2,5125901,7254292,NULL,2024-05-31
imported,2024-05-31,2,6016262,7246470,NULL,2024-05-31
imported,2024-05-31,2,4643071,6368837,NULL,2024-05-31
imported,2024-05-31,2,5839019,7242699,NULL,2024-05-31
imported,2024-05-31,2,227912,90693,NULL,2024-05-31
imported,2024-05-31,2,5198016,6369515,NULL,2024-05-31
imported,2024-05-31,2,5083693,7258463,NULL,2024-05-31
imported,2024-05-31,2,7690947,6369169,NULL,2024-05-31
imported,2024-05-31,2,7691846,6373865,NULL,2024-05-31
imported,2024-05-31,2,6022235,7689388,NULL,2024-05-31
imported,2024-05-31,2,6368916,6375513,NULL,2024-05-31
imported,2024-05-31,2,5520453,7252408,NULL,2024-05-31
imported,2024-05-31,2,5880593,86837,NULL,2024-05-31
imported,2024-05-31,2,6375159,14012484,NULL,2024-05-31
imported,2024-05-31,2,5488168,87263,NULL,2024-05-31
imported,2024-05-31,2,5776911,7236086,NULL,2024-05-31
imported,2024-05-31,2,6370244,7688558,NULL,2024-05-31
imported,2024-05-31,2,4626521,7232386,NULL,2024-05-31
imported,2024-05-31,2,5431317,6450945,NULL,2024-05-31
imported,2024-05-31,2,4797221,6368661,NULL,2024-05-31
imported,2024-05-31,2,5015306,7137477,NULL,2024-05-31
imported,2024-05-31,2,5686677,7670908,NULL,2024-05-31
imported,2024-05-31,2,6054122,6371923,NULL,2024-05-31
imported,2024-05-31,2,90525,90524,NULL,2024-05-31
imported,2024-05-31,2,2488454,89418,NULL,2024-05-31
imported,2024-05-31,2,6463574,6368667,NULL,2024-05-31
imported,2024-05-31,2,6373583,13606368,NULL,2024-05-31
imported,2024-05-31,2,12888311,14192490,NULL,2024-05-31
imported,2024-05-31,2,7688412,7687430,NULL,2024-05-31
imported,2024-05-31,2,6099720,88534,NULL,2024-05-31
imported,2024-05-31,2,4506783,7245895,NULL,2024-05-31
imported,2024-05-31,2,5834425,7686764,NULL,2024-05-31
imported,2024-05-31,2,4599869,7252352,NULL,2024-05-31
imported,2024-05-31,2,5679562,90679,NULL,2024-05-31
imported,2024-05-31,2,6087706,7223808,NULL,2024-05-31
imported,2024-05-31,2,6229698,6368855,NULL,2024-05-31
imported,2024-05-31,2,6025716,83751,NULL,2024-05-31
imported,2024-05-31,2,7685725,14255521,NULL,2024-05-31
imported,2024-05-31,2,5245358,7262331,NULL,2024-05-31
imported,2024-05-31,2,13347547,12346127,NULL,2024-05-31
imported,2024-05-31,2,86913,6368735,NULL,2024-05-31
imported,2024-05-31,2,4807263,6983056,NULL,2024-05-31
imported,2024-05-31,2,5455891,8049852,NULL,2024-05-31
imported,2024-05-31,2,4992117,7247985,NULL,2024-05-31
imported,2024-05-31,2,84450,173811,NULL,2024-05-31
imported,2024-05-31,2,81371,14158044,NULL,2024-05-31
imported,2024-05-31,2,81246,7685204,NULL,2024-05-31
imported,2024-05-31,2,6197849,7596044,NULL,2024-05-31
imported,2024-05-31,2,4834244,7687657,NULL,2024-05-31
imported,2024-05-31,2,6368814,7551946,NULL,2024-05-31
imported,2024-05-31,2,5704262,7262453,NULL,2024-05-31
imported,2024-05-31,2,14175012,13145451,NULL,2024-05-31
imported,2024-05-31,2,12345690,6375375,NULL,2024-05-31
imported,2024-05-31,2,5660585,7690505,NULL,2024-05-31
imported,2024-05-31,2,5908644,8054480,NULL,2024-05-31
imported,2024-05-31,2,2487513,82019,NULL,2024-05-31
imported,2024-05-31,2,91497,91497,NULL,2024-05-31
imported,2024-05-31,2,86251,8138254,NULL,2024-05-31
imported,2024-05-31,2,12774523,7687941,NULL,2024-05-31
imported,2024-05-31,2,12477979,12477979,NULL,2024-05-31
imported,2024-05-31,2,6374136,14053105,NULL,2024-05-31
imported,2024-05-31,2,84201,7137185,NULL,2024-05-31
imported,2024-05-31,2,2487415,7610274,NULL,2024-05-31
imported,2024-05-31,2,5888464,7238301,NULL,2024-05-31
imported,2024-05-31,2,6015450,7687663,NULL,2024-05-31
imported,2024-05-31,2,167014,14173510,NULL,2024-05-31
imported,2024-05-31,2,4667602,7685321,NULL,2024-05-31
imported,2024-05-31,2,6371883,6370631,NULL,2024-05-31
imported,2024-05-31,2,12855513,6370285,NULL,2024-05-31
imported,2024-05-31,2,5272936,7261988,NULL,2024-05-31
imported,2024-05-31,2,4460922,7690746,NULL,2024-05-31
imported,2024-05-31,2,227791,5969122,NULL,2024-05-31
imported,2024-05-31,2,85915,13754638,NULL,2024-05-31
imported,2024-05-31,2,6211774,7685867,NULL,2024-05-31
imported,2024-05-31,2,81222,7685148,NULL,2024-05-31
imported,2024-05-31,2,6368817,13665850,NULL,2024-05-31
imported,2024-05-31,2,87703,14153605,NULL,2024-05-31
imported,2024-05-31,2,87116,7688807,NULL,2024-05-31
imported,2024-05-31,2,7686309,6368300,NULL,2024-05-31
imported,2024-05-31,2,4871603,85724,NULL,2024-05-31
imported,2024-05-31,2,84137,7619818,NULL,2024-05-31
