place_a_id,place_b_id
169132,7610105
4868330,8066739
5969232,7687466
5931748,7252278
7638152,7638160
5961036,7251853
5132956,7233220
4903850,6368244
5217750,7250558
5591473,7232457
5708731,90150
5826758,7262282
82359,82420
5979757,83285
5545349,7685331
14192424,7685901
7687522,84549
7691905,14164050
6030937,7246262
14167924,14167924
5838872,7231886
5627649,7229441
4554977,6369438
6373873,6029305
6047099,14155558
7688608,14156694
81809,6372758
6368995,7688735
5887561,7689937
5460771,6368909
2486792,12346937
227590,7690241
83007,13941181
7670981,7671661
4501411,7224285
14191953,14192029
83750,6375234
4745180,81848
6373024,6373393
6369022,6373026
4994008,7689144
86423,13825527
4726155,7257627
6372326,13888552
82372,7686026
5641964,7238951
5138962,82640
2487456,5307801
4724198,14161062
81227,6368858
90083,7554878
5325553,14155483
6450310,6369135
4508783,7688807
4536949,86911
227742,5470157
6172503,88656
4786356,91259
13184132,6372737
4552781,81794
4868031,7685975
6462271,7685616
6450567,7689867
5275502,7251969
90655,7861568
91103,4534330
5435454,7689123
4586888,7689737
5867134,7241183
88543,14160915
4677390,7250502
5365986,7236139
12514150,6373085
5182949,7233278
5099828,6371990
5189052,7236305
86332,12435337
5866361,7687493
6068323,82552
88454,12346387
5316406,7244781
14192146,14192080
5685649,7554787
14187597,13293696
6212950,7253078
7688725,14222540
4564167,7254426
5063240,7236906
5220500,91520
7591259,7137463
5884737,6372871
81104,81034
4629453,7691042
13468888,14167944
82187,7555087
5315440,6375049
5105682,7229861
5564951,6370248
4899769,7256961
5760116,7598403
5791493,7258198
5698156,7262043
5656062,7234349
5869110,7241479
6459776,7688888
4954921,7137772
6370811,7685260
5450107,7248175
7691379,7610303
4990053,7687767
4569215,85303
5033140,7227985
5554851,7688524
4565883,6373269
5401421,7230821
227818,87015
4868934,6372562
4978636,7229507
13942070,7686635
5099891,7687311
14191176,7687034
5739673,6375512
5049159,7223522
7793059,7793086
4542214,7229851
5912796,14157810
6372945,7691221
4718698,7227038
6370087,7687133
89897,89891
4519735,83031
4465216,7224385
4605227,7227949
6063729,7686788
172507,13470062
5163720,7687811
4632531,4836207
7685375,7688739
5138328,6369790
6368354,7554949
12345679,6373344
228020,7688334
14191871,14192148
6056591,7689832
6369532,13842913
4984226,7228976
6247402,6374989
85634,7137748
4592420,7233383
6368569,6373099
6368996,6373394
4626830,7240715
5159429,7686587
6293823,6297114
5959955,7238687
2487636,4906193
4953111,6374900
6375464,7688520
5912561,6468287
6373759,7688594
4611730,7231501
90645,14260102
6159128,85177
2487274,7691097
5622259,7689174
5357349,8113377
13377744,6371949
4472879,7236525
2487281,5378919
6156570,13952678
5072406,6374481
5747795,7238683
4578662,7236010
5036519,177809
6468653,6371165
81298,81297
14154999,6372758
87407,84771
6078120,82940
6236534,6369338
124983,12345846
5555051,7686779
173611,7690523
5251338,14160847
4866852,12345800
6370697,6452101
5528128,7253858
5422330,7226911
5505296,90890
6197727,6371064
12498461,7686977
5693722,6375068
88249,86203
5476699,7691512
4747010,7234638
4795557,7226704
6028821,83769
4643611,89544
4924311,7860677
4726875,6371885
5038935,91211
89257,6372903
5520996,7228152
6458691,8064239
6185854,7251091
4587293,7676822
6146282,6374866
4818516,7688126
5797150,7224453
5487863,7689271
6085853,7236795
6124897,7842402
6063736,83356
4648671,7240513
6467758,6371416
14161312,14166147
7675914,7676911
5096592,7262544
5936685,7691972
6369212,12484349
4805114,8064880
7469398,7687118
5036635,7669021
6459708,7554615
6127655,6368779
5309695,7259196
6455099,14174798
2487294,84654
4745950,7223919
13357576,14174882
14157785,167688
6375260,7690033
5301159,6369865
5824244,7689847
88904,86905
5389483,7869727
6086973,7227703
6249120,7250748
83007,6372039
228021,87433
5306293,7691229
89087,7610112
83665,6375540
5366583,7228646
4625647,7232963
88605,6373089
5551402,7647309
5691158,7230490
4900246,7230387
12862101,90257
6099720,14153017
14160892,14160842
5479972,7252873
84380,6369373
85754,6375224
4954981,7594672
4810353,7245572
228025,81663
5251394,175229
4800995,8107218
4830958,7227024
6368048,7685448
6468603,6373555
6375428,7137594
6368709,81564
85549,85549
4738450,12346272
5089771,7248596
4994630,7686394
6373842,12992015
4791440,7691210
83881,6369367
4906215,6374977
13103382,7691587
5722024,7860730
12951827,12951827
84862,84862
128835,83049
128738,5997787
86613,87766
5090194,7241856
6370587,13792838
6085840,7257834
12862101,12953571
5410867,6373588
5853524,6371722
6374118,4466716
5044176,6368881
5167597,7262320
5302073,7235805
5867839,7250382
6080987,7246109
227637,7688721
14192085,14192029
4461152,14044198
5019583,7246999
6230108,7553390
13041394,7685331
5237403,87575
4719566,14154027
5239980,7262006
4829577,87901
6188702,170153
85196,12947167
4552781,14027359
227907,6372891
86726,6373111
5074659,6370553
14158114,13435263
6091988,7610220
81292,7137356
4917089,7689752
4677057,7251698
5620371,7244822
5704271,6373866
6118390,6373183
6373459,6370991
4512652,7688537
85290,12435015
2486579,7685159
14192150,14191923
5757674,7860716
81678,7691418
12523397,12523397
82591,7686205
4552011,7690029
4575814,87373
5727326,7253918
5926721,6373672
87752,81088
6369141,6374956
227764,5032944
5155474,7261827
12345825,7685740
6143335,7242676
14155473,14155473
6107255,7251494
88534,6369505
5337490,7687090
13941183,88113
5039882,7255385
88256,7685301
5126655,7255713
5373992,7254076
5965749,7689473
4664255,7688408
5684072,7245465
4648502,7254779
6160021,87153
6449415,13595436
82828,82940
6180937,87360
4906503,6372060
4545496,170165
7691713,91076
4670830,6375220
13662774,7691529
81735,7685540
4538164,140031
7672898,7680116
4730721,85220
14192146,14191951
5248831,6371635
7689146,7689798
5536136,7239151
6240191,86769
4783706,6371166
5331771,7252808
5845079,173836
2486670,88465
6450108,7554469
5049261,7241591
6008604,5486868
5653775,8116114
89719,12345725
90272,14125428
89834,7691002
5093420,7690540
6375503,7137321
5598274,7234266
2488491,7555124
5097287,7242222
6369937,7553646
5564545,7223595
88170,88170
6368218,13815547
227732,84718
5674670,6983010
5873225,14161312
4657284,7800244
6373137,6170529
227951,4940934
90443,6461014
7685102,14062283
12448567,6370583
6374842,6369726
6465703,13563910
6162938,6374956
13134711,12777539
4615074,6374531
7812261,7861747
5411769,179502
5153746,7234163
12346804,90587
6372045,6370824
6372865,14157767
4493147,7235882
128816,86512
4618201,7691770
5442913,7260578
4445727,6370939
6374854,7686551
4787260,7232155
12658085,7553376
5421710,13946144
2487550,87432
5888176,7247984
5230813,7247362
6451167,14174800
14158203,14015363
90374,7690038
4461276,6368048
14168980,13710553
7224751,7685730
84291,6368352
6374021,14157414
81672,12753850
83833,14182996
5527959,7224455
4591099,7254835
6460763,6369343
4450665,7262118
6370933,6373024
5507829,7227226
4606584,7229152
4636710,7553702
14160863,14160909
5866364,86654
5693398,84367
90769,6371174
5296183,7258493
2487550,4891992
88496,6374134
2487401,13955783
4558061,7685382
5110332,90636
5436680,7254017
5462994,7690694
6368910,7688795
6369506,14061706
5500858,7224238
6125175,87523
6017777,6371318
82542,82542
4697692,7243652
2486596,81876
6369651,7059037
6368935,7861565
2487670,5672261
83659,83659
14157603,12346707
5329785,7689973
6132067,7685209
6125175,83472
5262204,139947
7691280,8068777
5189418,7234862
5488403,6375154
6000236,7594638
6189236,7687938
5965379,7689987
2488197,87064
6375240,14223778
14260164,7137488
4748840,7845394
12346037,7686378
6465598,7691579
6130100,7261253
5683025,4597855
6007134,7689238
4745418,6373861
81335,6372535
5535377,7256421
83884,7554760
6215338,91544
14192029,14192148
5372972,7243001
83434,12346448
227536,7257432
14026261,14139367
5835636,139716
5551399,14371719
4985985,6369538
6186415,7250457
227664,7555069
12555828,81884
14260327,7554892
7691089,6692346
2487259,85453
5655606,7225791
4761886,6373082
4772570,6375544
90832,7554782
6369195,6373054
2487445,178777
128845,6155825
91228,6369016
6370207,7691728
82472,5816873
5819545,7231197
5931038,7255542
228034,7137214
5431796,7649849
4751616,7598384
4534975,7255872
2487337,4811483
6107266,7228070
5962856,7690539
4985519,7233918
4474869,7687383
5436530,7249389
6157770,7245078
4456521,86655
6123256,7236615
5096578,7236265
176724,7685393
5782218,5513695
4466207,7226323
6371842,7690163
5860253,7227377
4551147,7687973
5650931,89426
6460694,7687067
12781899,14160909
6368128,7137305
6375107,6450045
91274,12345912
6093615,7243297
2487666,82298
2487943,89161
4495939,13610107
4527605,7243263
86317,6370295
4811721,6369149
14158122,7691839
5839031,7255491
139357,7690131
6193648,5338827
6089071,6371353
4714145,7685535
83172,13511034
6373748,13719963
4918015,83596
5410607,7687029
6373347,7690721
5318629,87113
14012484,6692115
13469702,13634781
82211,82210
5047183,13610004
81091,7673346
83840,6373021
4723785,7600555
88904,7689021
6150687,7262152
5861825,7234582
13177306,12346280
6368373,7689368
91019,6370830
167152,14161143
227750,88007
5513915,7223308
12951827,14161627
14160874,14160874
139357,13923606
6459588,7553515
6233054,6370278
4534330,6373344
5566218,6369240
6375117,7691246
4686818,85795
227629,14160842
5047238,7244965
84299,14192510
6106335,12346148
82284,14015363
7689557,14160916
5195873,6374081
4682481,7259691
5251338,179482
85412,7610158
81789,90066
12862426,6373597
6369651,7059037
12345948,7688442
5029261,6368131
5662345,7243394
4698282,7223864
6370259,7688475
5672390,6371774
5495732,88545
4596506,6369938
88192,14167800
7228191,5421710
90782,6369599
4686332,7691089
2487269,4561855
86542,7688788
5262227,8138229
14191916,14191870
173318,7610248
2487709,7685372
4524339,8069550
6207930,7224384
5739375,7691570
6369776,6371269
4856523,6982580
5479607,7231357
5005396,7233993
5894305,6042733
2487584,6371176
4650389,6455556
5512394,6375245
5444593,7243890
6369889,13141737
5927975,6370955
4949640,7262794
5715041,6372211
4941357,6370870
4726527,7688544
227694,7145580
5714891,7688600
5750557,7689363
5106533,6368924
6064807,7242176
5319627,6373077
2487347,82536
4549567,7229116
14192150,6692228
82019,7553489
5877792,7671199
5374353,4780419
5444995,7254803
12668601,12668601
4812228,170023
6071962,6374251
90912,90912
82259,7685943
5859059,7685487
5486571,7231018
5707440,7639294
6369441,7690638
6372893,7690862
227606,85024
6371093,81968
14222532,7689347
90249,12844616
13364337,13294409
88128,14176818
4450432,6374245
4776097,7687034
81104,7137253
2487869,83429
4774105,7231458
4906857,7242582
4866998,7691708
5410867,81531
2486747,88011
13638693,14178127
4793815,7691516
4854244,87658
6450250,13596394
5362319,6373068
12881247,12881247
4974012,7687040
5912795,14179201
5491730,7246746
5664936,85644
4568900,7591289
13561525,13561525
4675382,7253462
13588042,6369911
5174528,7251871
4798344,90617
6373542,7690559
7691951,7691951
227910,6375340
5450422,7241875
4874271,88178
5682478,86322
6375394,7690820
178576,7686315
90769,13209059
4774721,7245595
6373952,7691838
5019073,14174724
5734012,7229584
5927155,7690469
6369062,6370933
12462722,6369627
5534733,7256536
14004557,6375062
5729952,6371886
6226847,7228235
7687515,12739060
13054634,13842913
5451870,7251404
4555427,7232552
5124356,6370780
6292709,89160
13634976,6374128
7137593,7137594
7686948,7687611
6469071,7137274
4564973,6375533
4931279,6372417
172505,7690501
12833788,7691491
2487700,12598500
5713109,7236810
13504603,7687811
7691752,91157
7685067,14018746
12346598,12346598
13963837,7610311
90645,6368851
6368708,7686216
90803,7137732
82372,82371
84616,6375077
2487655,5149308
13067719,7687743
6370196,6371966
5761118,7223080
5069926,7251498
12459731,14157239
85960,13420771
6375428,7137593
6375234,7861345
5456139,8112420
81540,13867337
6082825,88782
5423741,7238018
6367953,12754673
5509268,6455658
5429051,7223409
5388980,7688472
4881126,85600
5357403,84762
4654374,7224882
4656129,7241041
2487779,82292
2487385,4445766
14090054,7688360
5492781,7243632
81626,12579779
4809579,7227124
4781850,7247241
6092666,14159173
7691234,14180188
13146448,6373239
6374531,7137828
5506674,7242482
6045120,7234305
4696156,82958
5140667,7249600
88626,88626
88828,7690227
227849,90526
14192074,14192080
5697671,7236201
6063729,83512
5877346,7137586
5279890,6369858
2486752,7689854
5679138,81750
5809259,6982539
4598953,7233155
4896437,84222
5938879,7257726
5104152,7246165
4478490,6374389
12615444,86017
5831246,6368370
13914641,85193
4565881,89835
6368941,14178284
4893086,7237395
5378989,7689300
5658110,89309
5366860,7253198
2487482,5199393
4882410,89776
227965,7685386
7687430,7688412
84586,5945153
90460,7691326
2487442,83616
5676413,7249661
4777614,6371268
4636560,6369688
6375199,6368233
5848297,12851419
5884626,88877
5241125,7686658
5016019,88136
5462765,13416460
4808449,7240023
6368957,7555022
6209930,14178051
4500775,7243006
5403651,7690883
7691366,14159173
4917340,83473
5449721,7254308
6121583,7261049
6028147,6983111
4618688,7687572
6375481,6369851
5317688,6371786
5995759,7261044
7689298,14260334
5149618,6455590
4816234,7255343
2487392,14157199
4853921,86382
5570219,7233001
4772311,6983063
6120241,7687094
4670563,7688525
5135736,7829260
81608,7137575
4781614,7222868
5586166,7237457
5149857,6454817
6367925,7687040
6451783,6372674
5911284,7259062
12592142,14156600
4833192,89910
83503,7691320
7610191,14174305
81310,7137345
89563,89563
88031,7689730
5379657,7229845
5538001,7610225
13815544,6371275
6373205,12620131
14191462,7688065
12881247,88542
4779972,6374598
4565624,13511639
86870,7688997
5422176,6372288
2487566,5145580
5471405,7236015
6374931,6370673
4615274,6370719
13935090,6374100
7689184,12869234
90481,90481
12346454,5004862
13184132,82153
88236,14155451
4783497,8130954
4871560,7256673
4921674,7253054
4962877,7222841
5156808,6369112
4821211,6982945
2488491,89906
5077577,7249256
81556,7685423
5512416,7688413
4622005,7686089
175076,14160913
7137167,7685073
5406469,6372367
6088960,90346
5621421,84599
2487605,6370361
5729481,6459032
82240,6369886
5881746,7230284
89605,89605
6177693,7137164
12345757,5860020
5396732,7834469
6369559,14260049
4557629,7223452
12541605,88228
4928397,7230647
88755,6371842
5503054,81383
4829195,7686459
5576623,7240001
7687820,14104399
6373460,6370259
83140,14154304
5347379,6370251
6368465,13695714
7691912,13470058
4626138,7231086
85127,6373401
13755015,12348811
4865750,7251654
83806,89871
5565905,8134793
5184568,84678
5493655,7262040
85668,6372905
4871072,13465683
86857,14174305
5431814,8132086
5343711,7230442
14191966,14192150
4759872,7232036
5663417,7242041
6450094,7553454
6373246,82623
5227617,7686494
5409247,7224944
84762,14256805
6450213,7553741
5613548,7231689
6292709,6297117
5247501,6371319
6452368,6374355
7689768,14074880
6198630,12362678
12346165,7687670
14190959,7861605
6234543,7243303
4501804,6374378
5675361,6374666
83921,82019
5223377,6469014
5139402,7226496
91463,139980
85603,90257
82256,82150
4531592,6373074
6100654,7242463
5594775,14168871
4451647,7233942
7553472,14174882
227761,6375497
4873417,7223045
5533518,7604471
7687983,13141736
227881,91412
12689929,7686778
84931,14163791
2487656,6373124
5994014,6373279
85603,12953571
227960,6247377
6370193,7687784
4773379,7236422
6373417,7689064
14156600,6368524
88109,6373292
5453270,82475
227662,81999
4818882,6375409
6031370,7258926
6369088,7691341
13692021,12374719
6373557,7685302
88529,82359
13295269,7687028
6373045,13293696
5863523,6371621
6073907,7245476
4782578,7691373
6368242,7137366
4711202,7253159
6372937,8074973
4646826,7244241
5167620,7259334
6371678,6369976
6369253,6375499
5995223,7252201
13786816,6372302
6373224,13323293
14191840,6375056
5512675,6375486
5608362,82201
5842623,6374925
6052568,7243081
6008022,8056949
4909511,6373009
81372,7137416
178781,7688492
13571062,7137545
6188193,14260305
6085631,14173537
125936,7688891
6040063,6373098
4657286,7637688
4991947,7231003
5675296,7685283
5557450,7246558
4660650,7687942
5789494,7260020
4964171,7227738
12345878,14161143
87640,6369805
85463,7861610
5634002,7248605
5512874,91301
81680,6368673
5555476,7261333
4750101,7686364
82553,6373693
6371885,6369009
5555455,7242129
5495245,7685141
6368895,7689083
7691294,13634974
4716691,86429
84467,6373756
5027939,6371743
13180633,6369739
5656332,7227188
5283711,8136441
83799,81150
90991,6369807
5918334,7245346
13710311,7610091
4955273,6370867
13557260,6371728
5149586,85920
5006781,7262382
82021,82021
4682462,6373836
5782048,6375491
227709,7059037
6374128,14154479
4815295,7251912
5202037,14173568
5697423,7244666
227610,81383
14192074,14191951
5537865,7675734
5838513,6371169
91310,91311
139699,14161143
5856887,139369
12346572,7137594
14158515,13301376
227945,6375323
4724341,7261092
5863452,81223
14157446,7685472
5520318,7261188
84840,7137277
87795,6375492
5351026,7248230
5421492,84511
227665,86955
5913013,14184233
6142968,7233325
5993709,6373280
5289208,7245299
12763599,7688752
90800,174440
5190783,7237162
4698342,7238154
6368798,6372631
5979574,83865
90421,13198051
5220892,89070
87956,7137587
81228,4892081
6375291,14321187
12346596,12346596
82356,6293835
14154521,7691833
5316625,7237429
4543655,7262133
5429818,7236287
5382605,7840307
227979,82495
6369736,7688582
86113,14139646
4978678,7252167
83572,12347449
5035174,12346670
87517,12745468
6455099,7689320
5029172,7637616
4747591,6469128
5651416,6373167
6142470,7148246
5671994,7870685
7685057,7836105
88798,7690198
14158798,7610202
6160157,8066811
8127863,8127864
4913176,8120134
5746773,6372541
89693,7690915
4867830,7639443
84528,7687510
13026107,6375243
83564,12431770
4669939,7256734
5417823,7793087
12469919,7254835
81141,81141
5425203,7685131
5446336,12640753
6371420,6468569
227550,89917
14160954,14160892
6368335,7690669
4873525,7226017
82508,13751644
86296,6368997
13176488,13176488
7554987,6372963
6368709,7685421
5206430,6370398
90373,139699
87429,12346277
5821956,6371223
4843634,7252492
6292718,6294533
4584055,6372131
14158863,7685477
4529677,88211
180181,180084
4858112,7229895
5506264,7227695
90100,7691153
5932258,7246996
5551932,7670838
4985898,6373816
4930751,8130277
5959329,7227725
5001149,83090
227924,85932
6368608,7685483
4664255,86019
12345825,6375469
5290416,7784990
5430564,7246748
6369746,7686112
4520622,7238226
85105,12346038
5245675,6372542
82377,82376
87424,6370228
7687430,14133525
227709,7059037
5185853,7689023
139793,14164917
5825189,7233988
90712,82321
4471505,14153330
14256375,6374134
5644137,170041
83639,13698567
88743,6368452
87185,7610207
6373405,14181088
5839597,7222817
6156438,87132
6116518,7254960
6373771,7690719
5953242,7260156
13468888,13468888
5951763,7256546
84300,84299
13486945,13486945
6096645,7689805
5329822,6374025
90250,90249
5934100,6371168
90212,7860978
91022,7598985
227705,12385582
6247288,90761
13498716,6371216
6025907,7686260
227537,14154304
5343747,12345954
81175,6370765
5093141,7687416
5367344,7250841
4495939,90411
4522357,7228353
5488165,81941
90523,90525
5019081,6464271
14172578,14076049
6691825,12388406
128837,6189083
6372010,7686978
5537685,6450379
13364337,12697077
6117414,12562884
88625,6371736
5010870,84830
5512435,6373144
7672852,7680159
6373296,7689900
5360296,7260657
6047278,6372434
6075866,14172813
6368883,14192161
5000109,7244041
12898251,13627919
5613669,7249635
6000331,82022
2487319,5569574
14160913,7610226
4589723,178712
6368153,6374321
5761516,7239022
6459662,7688569
5591430,7238313
14174848,13462459
14175411,6370530
6691859,14191942
4469062,6372756
4774405,7245777
5707733,86338
81540,6374688
4782967,13877741
2487421,90363
84834,7687726
5753959,7246202
6113741,6373624
7686365,13465683
86521,12347639
4729010,6982597
4915514,7262743
5782210,6374291
82698,12697580
2487369,6372989
82408,13716175
5268065,7243893
7469701,7591272
5050460,7797675
5613967,80980
85262,6369831
4578021,12345802
4646314,14181719
86358,7688689
227593,7610183
5798426,7250604
6368405,12827230
5175501,7233057
13275986,167070
6178287,7224373
5980848,7227408
12697077,13434767
14191951,14192029
5199056,6371342
7691713,13687042
5707461,8132291
5856404,14185007
5001662,6460763
4667935,81705
5335754,6295077
12586933,6371897
6017377,7254648
4674538,7687584
4759985,7248485
13321356,13321356
7793710,7793737
6156077,6373406
6135438,6374144
5573097,82314
4454699,14158346
4460922,89413
85400,7688051
84662,7687603
7787569,7787578
5813915,83058
4653404,6369488
4811491,7554795
5136270,6373092
4590155,87130
5846787,7234319
4878991,7254319
5520844,7230718
7686469,7690513
5312679,6372713
6371207,6372840
12346276,89011
7687619,12347328
5411757,6370418
4772517,7610136
5544641,91159
87912,6371647
6002284,7240859
14192544,6375149
4650269,87962
5036135,7641175
176108,7686271
5188888,7247628
12640753,7689660
5561872,7685612
4928771,7224229
5019117,7230750
7690548,12647586
4861242,7691311
14157323,7688291
4552770,6371831
6368921,7861579
84234,84235
5248468,7646030
227871,90973
87502,14153666
227824,6372803
14172293,13949527
4488043,7687428
6158324,7227486
84552,7687525
12991996,7688139
84408,7687436
5029261,6375429
7674458,7680003
5416618,7248511
90265,7554922
14158335,6375522
5143632,7688046
5578646,7262690
4826398,6375406
5606639,7253060
6094072,7260893
5025970,6374124
6086092,7230818
84884,7687009
14257286,7690547
4492416,14159209
4971795,7249126
81609,7137576
14191966,14192074
5774938,7254674
5522396,6371954
13941734,7687966
4728113,14156013
6102386,7254322
6374276,7229871
13486945,14174973
4565761,6368708
5684713,7230773
82113,7685824
4896059,87433
2487908,83813
5346157,7691737
6368184,7137321
81803,14154999
86463,14029427
4642108,7252083
6036703,7231401
4700551,6373261
85312,12469919
4545170,91365
6145168,6369684
87593,87594
12467649,6373755
2486670,84591
6375337,7137304
6372944,7669021
227776,7686982
4472682,7240908
4861296,6375189
5432892,7691953
81846,82016
5039004,7688972
82371,6373393
90523,90524
7794442,7794452
6368848,6368848
12359946,7686966
12789528,7137569
6371622,13907014
4716635,7137808
5258642,89884
6459705,7554610
4471646,7229166
82779,7686337
4685987,6371687
5765082,6372563
5298132,14171912
6372315,7685794
82369,6373057
139935,7685369
5192406,6369970
5624828,7685497
5853541,6375031
227676,13959265
4517546,6374864
5338784,7262741
81105,168011
5168191,7227565
5905597,8130390
5509956,6372927
7046945,14197574
4821843,6368752
4648726,7242478
5748441,7241783
4874284,7554799
5071766,6368064
6369543,7690164
6060949,7686921
4921860,7230047
7689065,166951
2488582,91165
5610854,7688224
2488273,13683563
5895291,7255686
6371692,6370931
7686078,82438
7685421,81564
5590826,87875
83665,6368751
5491455,6373442
5189032,7232534
13804006,7688313
6368316,7686269
5611721,6467830
82923,12583546
12346145,7686730
90374,14161161
5048072,7225238
5888792,7236870
14175012,14175012
4790443,12689713
227623,6374387
4901607,7228417
6373662,6370226
5008010,6375293
6369076,13336498
6459603,7554120
4929645,7246349
5648846,7261212
6083098,6369776
7554911,7688568
4657822,14158317
4505946,7688479
13360839,7554952
5477742,6374085
82147,7689146
5204125,7228930
81965,12802704
5859059,81651
5821269,83044
12718697,14168857
5206029,81892
5960435,7235236
5973724,7250779
5706215,7235370
6374960,7689061
6372972,7690241
5874037,7255697
6151711,7239014
5863452,13117519
6375475,14260346
227924,5435128
5217027,91568
12881247,4903575
2488456,6461143
6368010,7554781
6145989,6373307
5812023,7255091
5071665,6369872
4741072,7686511
6107463,7249011
12346352,81613
5700860,13730431
5597422,88355
2487530,82967
5918193,7257544
2487680,6106393
6234611,7247674
4759799,7257616
5624902,6292712
6375039,7686728
6007484,8114577
4547669,7690496
5491721,7232720
14154453,14089011
5629178,12964772
6222788,81919
6459671,7554092
4514935,7257151
5421710,7686735
4907561,7256799
5948442,83385
4845779,6368389
2487609,5891496
6691859,6372127
13984324,6374520
13072609,7686353
5853541,4724879
7691491,13695129
227884,85249
5237801,7246428
5774128,87978
14161782,7610205
5375672,7685285
6375522,13511034
4654137,7262669
5838592,12601767
5169584,7251444
86810,6462382
5961990,140101
7691922,12838683
5661943,7232998
5282567,7685445
7691936,14239944
4867207,14190851
128768,5134813
6165508,6371704
5625509,6368427
4816367,7260461
7237598,13343649
4615392,175921
14192150,14192029
83136,6368996
4839889,7861968
12346572,7137593
5873225,7685639
4793805,87740
83473,7686761
4896438,7615275
6375298,12658085
4578530,6372256
4997947,7258962
5182621,7241492
5411526,81476
5114418,6371577
5462437,6983009
5404699,6371474
4598929,7235335
14174798,6455099
5852476,8107243
2487485,88660
90012,7691105
6375215,6368952
4739255,7228649
4898894,7688809
81335,7137386
4533843,14180772
84750,12346165
7668983,7668984
5096064,7691897
6195054,7687900
5114099,7690344
5710342,4869028
6368451,14074542
7688452,13914868
227702,86874
4613001,7223012
6372551,7686870
5423484,7233335
5699877,6373103
4582634,89049
12947167,14192161
6372327,12902326
6374223,6374223
6114602,7262431
14260305,7689752
2487363,166984
5929871,13937857
5610775,7593776
81497,6373923
6222756,7637171
5202037,7687087
2487552,4811782
82019,7553492
5927290,89000
5739068,7686844
128842,5809918
84276,7687426
5155003,7225068
6015676,7227159
7554926,7687693
88060,6188193
5479019,7231804
227709,4608343
4995051,6370339
5810669,7256656
85297,7687988
227686,85732
5727870,7261088
82989,12353429
12908607,7688550
4609006,6375136
5238302,7250366
13406855,7689080
5060553,14022219
5047920,7233431
6053726,7691477
13867337,6374688
86227,14257286
4587105,6375495
4879598,7225463
5216834,7691377
4706736,7840996
5039889,7234443
5217375,7229916
7685477,7685477
4748579,82045
14156846,14158821
5855310,6373371
5027223,7238315
4751524,83136
6202148,7685947
5335700,7610258
5555735,7232652
4766450,6374259
6450253,7554156
89912,6369714
6130486,7255816
5068344,7225263
2487436,4717175
6368108,7687730
12572732,90812
5827991,6373697
128697,5228109
5636548,7861200
4582850,7137637
5795266,7691754
85404,82287
81075,14259970
5995291,7255778
6078120,14156515
4691378,7248009
5173986,6373466
5055655,7228539
5494681,13412986
4857571,7223520
6370350,7690452
90941,6369989
5311890,7689742
227670,86713
5831964,7262063
4531122,8064750
90513,81679
4852501,7249536
5573272,6371819
7686517,13343384
6369212,14260174
5075294,6370687
6375436,7688109
5057826,81104
6368878,6372551
83176,7686585
7689307,7689126
4994512,81235
7618154,7618155
5887071,7610180
5989503,7237077
12346695,7687493
5374201,7249907
14152943,7555089
7610788,7610812
4908219,7240287
6460642,13688077
90346,6373087
8053613,14391443
4800757,85432
6368899,6372580
5409089,7252107
5938670,7237787
4663063,7237524
6166673,81421
4796456,7242086
4675665,6372270
5938789,7226101
89012,12346206
13295269,6370532
4628638,7551918
7555060,7686712
81762,7861090
6463552,6369059
5395222,7242642
167028,7610209
14157446,6373553
5308121,6375475
7686053,6369406
4696266,6369053
6125150,7671045
5323601,7227318
5991423,14154304
5905093,7690511
6061967,7690582
5598411,7225668
4899948,7232048
4751524,6373394
5969480,6450364
5615249,7554464
6202073,6373488
5312909,14174772
4468429,83122
6372039,7861577
5456781,7262411
6370971,7689023
87064,14156836
124766,14160283
12664382,90257
7554927,7686564
5216217,8118537
5543017,6374334
13684008,6370471
5545059,7686341
227982,7685657
90294,6375556
14029535,7685444
4973349,7553915
6453715,7689151
7639681,7639685
12537992,7689399
6195827,6368926
83314,83313
6373053,7690649
6368878,7686870
6373144,7691326
6014462,6982660
5317688,14153362
2487393,6029079
4657571,7844548
5269204,86413
12664382,12953571
5029261,7688572
4480431,7255018
4801472,7233809
4913655,7247204
87623,14131760
5631785,90223
4973349,14192544
6371250,12485918
81127,6375064
6368147,7691327
13151732,7686218
5232047,7262027
6369283,7555082
82194,6372145
5206986,86150
5814306,5088671
86917,6371499
81857,7685624
5968577,14256309
5932870,82119
7610403,7611357
5446203,13638407
83079,7860639
6374794,7685564
5514175,7222915
87312,7689313
6368586,6375522
14163970,90812
6449420,7689623
5481989,6372742
6373041,7685392
89585,13687629
4760179,7242225
4520641,6374168
5997586,7688621
5641410,7246321
12676901,7137299
5188524,7555089
85746,6373748
5965842,7253166
4920610,6371713
6171828,7255719
6372204,6368855
14192551,7555027
4515786,7240674
7686233,12528391
7685501,7137609
88758,12421363
6226391,7248136
6372863,7685037
5103826,7258943
4787762,7233861
4949658,7247582
14153090,88207
14172304,14172304
88804,6454365
6192182,7223503
2487593,6374520
5110076,84932
5839566,90594
227542,7688115
12647843,7553380
5259631,7234953
227565,81764
5739783,6371702
81825,7685610
89907,6375496
84697,5923605
88207,7689828
84569,175944
7554926,14154010
6154626,7686490
5138572,7686882
5831688,7256362
84141,6369388
88210,6375518
6144622,6374097
5849295,6368482
6375467,13687629
5232743,7230800
4993503,6369457
6449592,7688997
6450268,7553736
167161,13864663
4587105,7689006
7685067,7685067
13022580,14160900
